name,employer,location,min_selary,max_selary,money_type,href,employer_id,source
Младший программист,ООО БУЛАТ,"Москва, Баковка и еще 1 ",,50000,руб,https://izhevsk.hh.ru/vacancy/37643008?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2378475,https://hh.ru/
Разработчик С++, Уральская горно-металлургическая компания,Екатеринбург,,,,https://izhevsk.hh.ru/vacancy/37636564?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3968,https://hh.ru/
Full Stack разработчик / Web-разработчик,ООО Броумарт,"Москва, Ботанический сад и еще 1 ",,90000,руб,https://izhevsk.hh.ru/vacancy/37636200?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4181695,https://hh.ru/
Разработчик симулятора С++, Сбербанк для экспертов,Москва,,,,https://izhevsk.hh.ru/vacancy/37079613?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3529?dpt=3529-3529-prof,https://hh.ru/
Инженер-программист/Старший инженер-программист (embedded system), Научно-производственная компания ИТЭЛМА,"Москва, Нагатинская",,,,https://izhevsk.hh.ru/vacancy/36346990?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/701926,https://hh.ru/
Старший/ведущий разработчик C++,ООО Форсайт,Пермь,,,,https://izhevsk.hh.ru/vacancy/36759572?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2723215,https://hh.ru/
Разработчик/Программист C++ (С++ developer), Форвард,"Новосибирск, Гагаринская",,,,https://izhevsk.hh.ru/vacancy/29334456?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1205479,https://hh.ru/
Автор тестов в Яндекс.Практикум, Яндекс,Москва,,,,https://izhevsk.hh.ru/vacancy/37644789?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1740?dpt=yandex-1740-yandex,https://hh.ru/
Автор тестов в Яндекс.Практикум, Яндекс,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/37644790?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1740?dpt=yandex-1740-yandex,https://hh.ru/
Инженер-программист C/C++ (C/C++ Embedded Junior/Middle Developer),ООО НПФ Гранч,Новосибирск,,,,https://izhevsk.hh.ru/vacancy/35796778?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/584317,https://hh.ru/
Программист Dynamics AX 2012, Производственный комплекс РАЦИОНАЛ,Москва,,,,https://izhevsk.hh.ru/vacancy/37631657?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1102531,https://hh.ru/
Senior/Middle Software development engineer in Test, Align Technology,"Москва, Тульская",,,,https://izhevsk.hh.ru/vacancy/37647955?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/27937,https://hh.ru/
"Programmer, Game (C++)", Talents In Games,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/37637324?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4106083,https://hh.ru/
Ведущий программист Python,ООО Тензор,Уфа,,140000,руб,https://izhevsk.hh.ru/vacancy/37633869?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/67611,https://hh.ru/
Инженер-электроник программист,ООО УралТехИс,Екатеринбург,,70000,руб,https://izhevsk.hh.ru/vacancy/37639537?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2701553,https://hh.ru/
Frontend Team Lead, ПАО «Газпром нефть»,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/36672241?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/39305?dpt=gpn-39305-HOLD,https://hh.ru/
Frontend Team Lead, ПАО «Газпром нефть»,Москва,,,,https://izhevsk.hh.ru/vacancy/36672466?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/39305?dpt=gpn-39305-HOLD,https://hh.ru/
Java разработчик в Единое Видео," Mail.Ru Group, Другое",Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/37640266?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/15478?dpt=mailru-15478-other,https://hh.ru/
Разработчик С++, AWG,Москва,,,,https://izhevsk.hh.ru/vacancy/37640480?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/819979,https://hh.ru/
Full Stack разработчик / Web-разработчик (Удаленно),ООО Броумарт,Москва,,70000,руб,https://izhevsk.hh.ru/vacancy/37636221?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4181695,https://hh.ru/
Инженер-разработчик ПЛИС (FPGA),ООО Центр инженерной физики МГУ,Москва,,90000,руб,https://izhevsk.hh.ru/vacancy/37632107?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2089949,https://hh.ru/
"Разработчик SQL, BI в отдел маркетинга", КЛЮЧАВТО,Краснодар,,55000,руб,https://izhevsk.hh.ru/vacancy/37416627?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/52839,https://hh.ru/
DevOps инженер для развития CI/CD (linux), Альфа-Банк,"Москва, Тургеневская",,,,https://izhevsk.hh.ru/vacancy/37648719?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/80,https://hh.ru/
Инженер-программист (1230),ОАО ЦНИИАГ,Москва,100000,,руб,https://izhevsk.hh.ru/vacancy/36921708?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1075252,https://hh.ru/
Delphi-разработчик,ЗАО ЦСИ Интегро,Уфа,,,,https://izhevsk.hh.ru/vacancy/37628939?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/835919,https://hh.ru/
Ведущий инженер-программист,АО ВНИИРА,Санкт-Петербург,100000,,руб,https://izhevsk.hh.ru/vacancy/31379706?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/598722,https://hh.ru/
Ведущий инженер-программист, KLEVER,Ростов-на-Дону,,60000,руб,https://izhevsk.hh.ru/vacancy/36951768?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/18827,https://hh.ru/
Инженер-программист отдела сопровождения банковских карт, Датабанк,Ижевск,,,,https://izhevsk.hh.ru/vacancy/37018444?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/112446,https://hh.ru/
Middle Android Developer,ООО Тензор,"Новосибирск, Заельцовская",,104000,руб,https://izhevsk.hh.ru/vacancy/37633758?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/67611,https://hh.ru/
Инженер-программист в опытно-конструкторский отдел," Промэлектроника, Научно-производственный центр",Екатеринбург,,,,https://izhevsk.hh.ru/vacancy/29919114?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/612087,https://hh.ru/
Senior Developer C#\ .NET / ведущий инженер-программист,ООО НПФ Гранч,Новосибирск,,,,https://izhevsk.hh.ru/vacancy/31196771?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/584317,https://hh.ru/
Инженер-разработчик,"ЗАО Болид, НВП",Москва,,,,https://izhevsk.hh.ru/vacancy/31341143?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/160436,https://hh.ru/
"Full-stack (front+back) разработчик (React, PHP)",ООО Прототайпс ЭдТех,Москва,,120000,руб,https://izhevsk.hh.ru/vacancy/36857614?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4143058,https://hh.ru/
Инженер-схемотехник,АО Концерн Созвездие,Воронеж,40000,,руб,https://izhevsk.hh.ru/vacancy/37036288?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/935196,https://hh.ru/
Программист C# Junior, Форвард,"Новосибирск, Гагаринская",,25000,руб,https://izhevsk.hh.ru/vacancy/37204168?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1205479,https://hh.ru/
Программист/Помощник программиста,ИП Шуин Виталий Александрович,Владимир,,30000,руб,https://izhevsk.hh.ru/vacancy/37633595?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4289668,https://hh.ru/
Старший программист C/C++ (ядро Linux) / Team Lead,ООО Эмзиор,Санкт-Петербург,,100000,руб,https://izhevsk.hh.ru/vacancy/37633447?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1521972,https://hh.ru/
Инженер-программист,АО ВНИИРА,Санкт-Петербург,75000,,руб,https://izhevsk.hh.ru/vacancy/31379694?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/598722,https://hh.ru/
Программист - алгоритмист, ISS,Нижний Новгород,,,,https://izhevsk.hh.ru/vacancy/37620961?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/920361,https://hh.ru/
Специалист технической поддержки,ООО Инжиниринговый Центр МФТИ по полезным ископаемым,Москва,,,,https://izhevsk.hh.ru/vacancy/37645272?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1505372,https://hh.ru/
Инженер по нагрузочному тестированию, Сбербанк для экспертов,Москва,,,,https://izhevsk.hh.ru/vacancy/37631898?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3529?dpt=3529-3529-prof,https://hh.ru/
Lead Developer/Руководитель направления C++, CodeInside,Пенза,,150000,руб,https://izhevsk.hh.ru/vacancy/37280107?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1096944,https://hh.ru/
Инженер-программист (Python),ООО Специальный Технологический Центр,Санкт-Петербург,,65000,руб,https://izhevsk.hh.ru/vacancy/35333632?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2519536,https://hh.ru/
Руководитель отдела разработки,ООО НТехЛаб,"Москва, Белорусская и еще 2 ",,,,https://izhevsk.hh.ru/vacancy/37642542?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2328032,https://hh.ru/
Junior разработчик С++, АСКОН,Коломна,40000,,руб,https://izhevsk.hh.ru/vacancy/24519756?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/41144,https://hh.ru/
Ведущий программист JS,ООО Тензор,Екатеринбург,,140000,руб,https://izhevsk.hh.ru/vacancy/37633884?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/67611,https://hh.ru/
Преподаватель (программирование / информационные технологии), ГАОУ АО ДО Региональный школьный технопарк,Астрахань,,40000,руб,https://izhevsk.hh.ru/vacancy/35190164?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3470678,https://hh.ru/
Frontend-разработчик, Университет Иннополис,Уфа,,,,https://izhevsk.hh.ru/vacancy/37614115?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1160188,https://hh.ru/
Frontend-разработчик, Университет Иннополис,Иннополис,,,,https://izhevsk.hh.ru/vacancy/37614008?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1160188,https://hh.ru/
Senior Node.js (Full Stack) Engineer, Quantori,Воронеж,,,,https://izhevsk.hh.ru/vacancy/34661400?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3343960,https://hh.ru/
Senior Node.js (Full Stack) Engineer, Quantori,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/34774511?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3343960,https://hh.ru/
Senior Java Developer,ООО РОДЖИИ ЕВРОПА,Ульяновск,,120000,руб,https://izhevsk.hh.ru/vacancy/37246508?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2918424,https://hh.ru/
Ведущий инженер-программист,АО ВНИИРА,Санкт-Петербург,100000,,руб,https://izhevsk.hh.ru/vacancy/33976797?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/598722,https://hh.ru/
Ведущий программист Отдела информационно-технологических систем,АО Территориальная генерирующая компания № 11,Омск,,,,https://izhevsk.hh.ru/vacancy/37638221?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/231979,https://hh.ru/
Ведущий программист JS,ООО Тензор,Тюмень,,160000,руб,https://izhevsk.hh.ru/vacancy/37633955?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/67611,https://hh.ru/
C++ SW Developer,ООО Нокиа Солюшнз Энд Нетворкс,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/35232973?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3958644,https://hh.ru/
C++ разработчик в Германию, IT-People.ru,Москва,,6250,EUR,https://izhevsk.hh.ru/vacancy/37613893?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/834446,https://hh.ru/
Программист C++ (САПР),ООО Inter-HR,Москва,150000,,руб,https://izhevsk.hh.ru/vacancy/36946051?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1519245,https://hh.ru/
Стажер-разработчик Python, SkyHost,Ярославль,,,,https://izhevsk.hh.ru/vacancy/36271331?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3069866,https://hh.ru/
Главный специалист группы разработки 1С,ОАО Волгоцеммаш,Тольятти,30000,,руб,https://izhevsk.hh.ru/vacancy/34123228?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/876499,https://hh.ru/
Backend разработчик Python,АО Институт Оргэнергострой,Москва,,200000,руб,https://izhevsk.hh.ru/vacancy/37517066?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/115131,https://hh.ru/
Frontend-разработчик, Университет Иннополис,Казань,,,,https://izhevsk.hh.ru/vacancy/37613971?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1160188,https://hh.ru/
Инженер-программист / C++ Engineer (middle),ООО Мегапьютер Тек.,Чебоксары,,50000,руб,https://izhevsk.hh.ru/vacancy/37610517?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3503959,https://hh.ru/
Программист С++,ООО АЙГРИНД,Калининград,,,,https://izhevsk.hh.ru/vacancy/37425106?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2214920,https://hh.ru/
Ведущий инженер-программист C/C++ (C/C++ Embedded Middle/Senior Developer),ООО НПФ Гранч,Новосибирск,,,,https://izhevsk.hh.ru/vacancy/31196844?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/584317,https://hh.ru/
Разработчик (Data), Tele2,Ростов-на-Дону,,,,https://izhevsk.hh.ru/vacancy/36166546?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4219,https://hh.ru/
Программист С++ (вычислительная геометрия)," Вяртсиля, Центр цифровых технологий","Санкт-Петербург, Василеостровская и еще 2 ",170000,,руб,https://izhevsk.hh.ru/vacancy/37286252?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1938912?dpt=1938912-1938912-cct,https://hh.ru/
DevOps-инженер в службу разработки систем хранения и обработки данных, Яндекс,Москва,,,,https://izhevsk.hh.ru/vacancy/37631142?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1740?dpt=yandex-1740-yandex,https://hh.ru/
Старший разработчик группы разработки бессерверных вычислений, Яндекс,"Москва, Парк культуры",,,,https://izhevsk.hh.ru/vacancy/37630949?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1740?dpt=yandex-1740-yandex,https://hh.ru/
Разработчик RPA (UiPath),"ПАО «МТС»,IT",Москва,,,,https://izhevsk.hh.ru/vacancy/36776569?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3776?dpt=mts-3776-it,https://hh.ru/
Системный программист С (Linux)," Русские базовые информационные технологии, Научно-производственное объединение","Москва, Нагатинская",,,,https://izhevsk.hh.ru/vacancy/22958995?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/238419,https://hh.ru/
Инженер-электронщик," Промэлектроника, Научно-производственный центр",Екатеринбург,,,,https://izhevsk.hh.ru/vacancy/35047456?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/612087,https://hh.ru/
Ведущий инженер (программист микроконтроллеров),АО НЭПТ,Курчатов,,,,https://izhevsk.hh.ru/vacancy/36068945?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/68703,https://hh.ru/
Инженер-программист 1 категории, АО НПО ЛАВОЧКИНА,Москва,50000,,руб,https://izhevsk.hh.ru/vacancy/37171760?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/835457,https://hh.ru/
С++/Qt/QML Application Developer, МойОфис,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/37192000?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/213397,https://hh.ru/
Программист Делфи,"ЗАО Болид, НВП",Москва,,90000,руб,https://izhevsk.hh.ru/vacancy/34135305?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/160436,https://hh.ru/
Senior 3D rendering engineer, HUAWEI,Москва,,,,https://izhevsk.hh.ru/vacancy/37640393?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2873,https://hh.ru/
DevOps / Build-Engineer (SberDevices), Сбербанк для экспертов,"Москва, Кутузовская",,,,https://izhevsk.hh.ru/vacancy/36808052?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3529?dpt=3529-3529-prof,https://hh.ru/
"C++ разработчик / C++ Developer (Windows, GUI)", Доктор Веб,"Санкт-Петербург, Горьковская",,,,https://izhevsk.hh.ru/vacancy/37608583?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/8884,https://hh.ru/
"Java-программист (middle, senior)","ПАО «МТС»,IT",Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/37638914?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3776?dpt=mts-3776-it,https://hh.ru/
Разработчик C++ в команду Видео, ВКонтакте,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/37212530?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/63225,https://hh.ru/
Data Scientist,АО МаксимаТелеком,Москва,,,,https://izhevsk.hh.ru/vacancy/37644640?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/605926,https://hh.ru/
С++ программист, ISS,Нижний Новгород,,,,https://izhevsk.hh.ru/vacancy/37620945?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/920361,https://hh.ru/
C++ разработчик (Image processing), Align Technology,"Москва, Тульская",,,,https://izhevsk.hh.ru/vacancy/36936818?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/27937,https://hh.ru/
Инженер Linux DevOps," Русские базовые информационные технологии, Научно-производственное объединение","Москва, Нагатинская",,,,https://izhevsk.hh.ru/vacancy/22958836?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/238419,https://hh.ru/
"Ведущий инженер (Баллистика, динамика полёта и управление летательных аппаратов)", Калашников,Москва,,,,https://izhevsk.hh.ru/vacancy/37628961?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/981,https://hh.ru/
Python developer (Data Engineer), Admitad,"Москва, Дмитровская",,,,https://izhevsk.hh.ru/vacancy/33647219?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/790022,https://hh.ru/
Principal graphics and raytracing engineer, HUAWEI,Москва,,,,https://izhevsk.hh.ru/vacancy/37639607?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2873,https://hh.ru/
RF Engineer ( г.Шэньчжэнь), Сбербанк для экспертов,Москва,,,,https://izhevsk.hh.ru/vacancy/35954526?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3529?dpt=3529-3529-prof,https://hh.ru/
Начальник отдела информационных технологий,АО Салаватстекло,Салават,65000,,руб,https://izhevsk.hh.ru/vacancy/37638633?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/226309,https://hh.ru/
GIS Application Engineer, Emlid,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/37571618?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2661478,https://hh.ru/
Программист-стажер, Форвард,"Новосибирск, Гагаринская",,,,https://izhevsk.hh.ru/vacancy/37275745?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1205479,https://hh.ru/
Инженер-электроник,ООО Специальный Технологический Центр,"Санкт-Петербург, Площадь Мужества",,45000,руб,https://izhevsk.hh.ru/vacancy/37491913?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2519536,https://hh.ru/
Разработчик Oracle,"ПАО МегаФон, IT",Екатеринбург,,,,https://izhevsk.hh.ru/vacancy/37452296?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3127?dpt=mgfn-3127-it,https://hh.ru/
Инженер-программист MES/SCADA-систем,ООО HR-PROFI,Санкт-Петербург,,65000,руб,https://izhevsk.hh.ru/vacancy/37577255?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1883675,https://hh.ru/
"Ведущий инженер по радионавигации, радиолокации и связи",АО ВНИИРА,Санкт-Петербург,,42700,руб,https://izhevsk.hh.ru/vacancy/31379640?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/598722,https://hh.ru/
Ведущий разработчик С # (удаленно), Скан Сити,Москва,,,,https://izhevsk.hh.ru/vacancy/37346283?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/14513,https://hh.ru/
Ведущий инженер АСУ ТП (рп Маслянино),ООО ЭкоНива-АПК Холдинг,Новосибирск,,,,https://izhevsk.hh.ru/vacancy/37637046?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/226306,https://hh.ru/
Senior developer C++, OS33,Нижний Новгород,130000,,руб,https://izhevsk.hh.ru/vacancy/37617254?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/546180,https://hh.ru/
Разработчик / Программист C++, FLEETCOR Россия,Москва,,,,https://izhevsk.hh.ru/vacancy/36133813?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/594824,https://hh.ru/
Разработчик распределенных систем, Яндекс,"Москва, Парк культуры",,,,https://izhevsk.hh.ru/vacancy/37630968?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1740?dpt=yandex-1740-yandex,https://hh.ru/
Стажер-программист C++, MyTona,Владивосток,,,,https://izhevsk.hh.ru/vacancy/37609196?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1996117,https://hh.ru/
Senior Engineer Cyber Security," EPAM Systems, Inc.",Пермь,,,,https://izhevsk.hh.ru/vacancy/37225029?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/6769,https://hh.ru/
С++ Graphic Developer, HUAWEI,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/37625694?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2873,https://hh.ru/
Программист С++ в отдел ADAS," НАМИ, ФГУП",Москва,,,,https://izhevsk.hh.ru/vacancy/36754790?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/173163,https://hh.ru/
Team Lead (C++), БЦ Этажи,Воронеж,120000,,руб,https://izhevsk.hh.ru/vacancy/37130409?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3869047,https://hh.ru/
Data Visualization Engineer, Quantori,Воронеж,,,,https://izhevsk.hh.ru/vacancy/37170007?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3343960,https://hh.ru/
Data Visualization Engineer, Quantori,"Санкт-Петербург, Площадь Ленина и еще 1 ",,,,https://izhevsk.hh.ru/vacancy/37170176?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3343960,https://hh.ru/
Инженер-схемотехник,АО МирВайФай,"Москва, Преображенская площадь и еще 1 ",,,,https://izhevsk.hh.ru/vacancy/37328801?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3529809,https://hh.ru/
Middle iOS ‎разработчик,ООО Mercury Development,Казань,,,,https://izhevsk.hh.ru/vacancy/35767441?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/46769,https://hh.ru/
"Ведущий специалист бюро по направлениям FI, ВCS, PP",ПАО Протон-ПМ,Пермь,,35000,руб,https://izhevsk.hh.ru/vacancy/36919733?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3908982,https://hh.ru/
Программист по обеспечению качества ПО,ООО Ронда Лимитед,Владивосток,,35000,руб,https://izhevsk.hh.ru/vacancy/36010431?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/722101,https://hh.ru/
Node.js Developer (SaaS services), Plesk,"Новосибирск, Октябрьская и еще 1 ",,90000,руб,https://izhevsk.hh.ru/vacancy/37626294?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2199311,https://hh.ru/
Технический директор разработки SAAS продукта, Bell Integrator,"Москва, Кожуховская",,,,https://izhevsk.hh.ru/vacancy/37249572?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/6189,https://hh.ru/
Программист Java Android,ООО Диджитал Майнд Девелопмент,Красноярск,,50000,руб,https://izhevsk.hh.ru/vacancy/36406575?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/933344,https://hh.ru/
Разработчик Python (Возможен полностью удаленный вариант занятости), Bell Integrator,Москва,,,,https://izhevsk.hh.ru/vacancy/36947148?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/6189,https://hh.ru/
Программист 1С,ИП Кабюк Кристина Владимировна,Симферополь,70000,,руб,https://izhevsk.hh.ru/vacancy/35619209?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4361114,https://hh.ru/
Программист С++/JavaScript (3D-визуализация), АСКОН,Коломна,,,,https://izhevsk.hh.ru/vacancy/37225737?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/41144,https://hh.ru/
Стажер в инженерно-технический центр (ИТЦ),ООО НПО РТС,Челябинск,,,,https://izhevsk.hh.ru/vacancy/37628015?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2070472,https://hh.ru/
Программист C#, Коддан Текнолоджис,"Санкт-Петербург, Чёрная речка",,75000,руб,https://izhevsk.hh.ru/vacancy/37609235?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/35795,https://hh.ru/
Младший Разработчик (на платформе AVEVA) Техническая архитектура,АО НИПИГАЗ,Краснодар,,,,https://izhevsk.hh.ru/vacancy/37210030?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2921408,https://hh.ru/
Младший Разработчик (на платформе AVEVA) Техническая архитектура,АО НИПИГАЗ,Тюмень,,,,https://izhevsk.hh.ru/vacancy/37210055?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2921408,https://hh.ru/
"Наставник в Практикум на программу обучения ""Разработчик С++""", Яндекс,Москва,,,,https://izhevsk.hh.ru/vacancy/37624581?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1740?dpt=yandex-1740-yandex,https://hh.ru/
1С разработчик (middle / senior), SOKOLOV,Самара,,,,https://izhevsk.hh.ru/vacancy/37631750?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1038532,https://hh.ru/
C++ Unreal Engine Fullstack Developer,ООО 1С Онлайн Геймс,Москва,,,,https://izhevsk.hh.ru/vacancy/36313856?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2948126,https://hh.ru/
Младший специалист AVEVA,АО НИПИГАЗ,Краснодар,,,,https://izhevsk.hh.ru/vacancy/37210072?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2921408,https://hh.ru/
Senior QA engineer, OpenWay Group,"Санкт-Петербург, Выборгская и еще 2 ",,,,https://izhevsk.hh.ru/vacancy/37630773?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4156,https://hh.ru/
Программист С++/Qt,ООО НПП ТЕХНОС-РМ,Мытищи,80000,,руб,https://izhevsk.hh.ru/vacancy/37606189?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4516175,https://hh.ru/
Программист С++/Qt,ООО НПП ТЕХНОС-РМ,Москва,80000,,руб,https://izhevsk.hh.ru/vacancy/37606190?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4516175,https://hh.ru/
